#sn_name peak_mjd peak_mag filt
ZTF20adnxs21_0.csv 59476.27510973267 17.435590336844324 g
ZTF20ikqs10x_0.csv 59300.86361772492 20.380838865188416 g
ZTF20ikqs12x_0.csv 58574.83808835056 19.245695419502994 g
ZTF20ikqs13x_0.csv 58077.89482747525 19.587346689302358 g
ZTF20ikqs02x_0.csv 58064.79817604559 19.847169149764813 g
ZTF20ikqs06x_0.csv 59513.265290427174 18.614384654271415 g
ZTF20rscs12x_0.csv 59556.37206548123 21.0574199121102 g
ZTF20rscs15x_0.csv 59267.84462402792 20.51991497689858 g
ZTF20rscs18x_0.csv 58111.913470745676 21.43094819801088 g
ZTF20rscs21x_0.csv 59195.11520489159 20.033781280635864 g
ZTF20rscs22x_0.csv 59233.431765436675 20.20693452127278 g
ZTF20rscs02x_0.csv 59700.15704675361 20.022863013253954 g
ZTF20rscs05x_0.csv 58228.11602105371 21.169260340351613 g
ZTF20rscs07x_0.csv 60050.24835958597 20.502486121281983 g
ZTF20sbws00x_0.csv 59983.57514687104 19.251399101202406 g
ZTF20sbws14x_0.csv 58631.10457569808 18.981528301678992 g
ZTF20sbws01x_0.csv 58726.85817417071 18.51638718807255 g
ZTF20sbws23x_0.csv 58932.903058161384 19.28132729173218 g
ZTF20sbws24x_0.csv 58949.512824033394 20.001713973358275 g
ZTF20sbws25x_0.csv 58905.49278880887 19.481100999573247 g
ZTF20sbws28x_0.csv 58310.70872644198 19.811285304810298 g
ZTF20sbws29x_0.csv 58256.56708000008 20.38074469421408 g
ZTF20sbws08x_0.csv 59525.13047721673 20.262528028023517 g
ZTF20sbws09x_0.csv 59634.14920507071 19.54396646197245 g
ZTF20urcs15x_0.csv 60139.30271366623 19.631786326955773 g
ZTF20urcs04x_0.csv 59361.77642274446 18.312492020060528 g
ZTF20urcs09x_0.csv 59217.048749177804 19.423067242758115 g
ZTF21gnos13x_0.csv 58731.111679923786 17.619236247082682 g
ZTF21gnos14x_0.csv 58519.79002200605 18.114818954763177 g
ZTF21gnos20x_0.csv 59960.2147519509 17.672399828797207 g
ZTF21gnos24x_0.csv 59219.293271223716 17.945678146826104 g
ZTF21gnos27x_0.csv 59458.41258491637 19.06609865246224 g
ZTF21gnos02x_0.csv 59607.85094898955 18.87419199141208 g
ZTF21gnos07x_0.csv 58457.984930976054 18.51595800421288 g
ZTF21pbs22xx_0.csv 59758.027908295655 19.14910895774272 g
ZTF21pbs08xx_0.csv 58824.55031090169 19.237539416885994 g
ZTF22hnts12x_0.csv 59679.75316287269 18.542601439434147 g
ZTF22qzrs25x_0.csv 60732.26255866046 17.45965831285907 g
ZTF22qzrs05x_0.csv 59191.16549607764 17.612003132915124 g
ZTF23gwls10x_0.csv 59771.62735987239 19.559520632923668 g
ZTF23gwls16x_0.csv 59704.1925483324 20.246831231048418 g
ZTF23gwls19x_0.csv 59325.886718511596 19.986077256878488 g
ZTF23gwls04x_0.csv 59623.931397751854 18.86836966456118 g
ZTF23gwls05x_0.csv 59649.763786804484 19.55100073293237 g
ZTF23gwls06x_0.csv 59848.18841655563 19.14581793582067 g
ZTF24zsws21x_0.csv 60677.119596480276 19.585560803294356 g
ZTF20adnxs21_0.csv 59476.27510973267 17.45057196430862 g
ZTF20ikqs10x_0.csv 59300.649451058256 20.366134000340242 g
ZTF20ikqs12x_0.csv 58573.92129542126 19.23960454008109 g
ZTF20ikqs13x_0.csv 58076.46578496683 19.70391015723624 g
ZTF20ikqs02x_0.csv 58063.966589345255 19.951905480543793 g
ZTF20ikqs06x_0.csv 59514.072904063534 18.846466540368855 g
ZTF20rscs12x_0.csv 59556.13216649133 21.016379305472366 g
ZTF20rscs15x_0.csv 59267.84462402792 20.57639837341965 g
ZTF20rscs21x_0.csv 59195.13117080068 20.01519617345446 g
ZTF20rscs22x_0.csv 59233.431765436675 20.33958435714245 g
ZTF20rscs02x_0.csv 59700.15704675361 20.039665664061904 g
ZTF20rscs05x_0.csv 58228.36352105371 21.236542846839875 g
ZTF20rscs07x_0.csv 60050.24835958597 20.66724312618375 g
ZTF21pbs22xx_0.csv 59758.01168775693 19.21908920869173 g
ZTF23gwls19x_0.csv 59325.88253080116 19.99590725408343 g
ZTF23gwls06x_0.csv 59848.85904155563 19.215774536319078 g
ZTF20adnxs21_0.csv 59476.27510973267 17.58028471438214 g
ZTF20ikqs10x_0.csv 59300.649451058256 20.482724946019207 g
ZTF20ikqs12x_0.csv 58572.98813254248 19.20726717721642 g
ZTF20ikqs02x_0.csv 58061.94477958095 19.937487268784025 g
ZTF20ikqs06x_0.csv 59514.605534534916 18.96447637509882 g
ZTF20rscs12x_0.csv 59555.92905201321 21.054159528566526 g
ZTF20rscs15x_0.csv 59267.84462402792 20.689629086494097 g
ZTF20rscs18x_0.csv 58107.058687496516 21.462322426114696 g
ZTF20rscs21x_0.csv 59195.105152282165 20.073391464864834 g
ZTF20rscs22x_0.csv 59233.431765436675 20.662056997716427 g
ZTF20rscs02x_0.csv 59700.15704675361 20.080682398825886 g
ZTF20rscs05x_0.csv 58228.39789605371 21.46554206832312 g
ZTF20rscs07x_0.csv 60050.24835958597 20.999018762372433 g
ZTF20sbws00x_0.csv 59981.787118672386 19.390449091251938 g
ZTF20sbws14x_0.csv 58632.596414923675 18.925261067687533 g
ZTF20adnxs21_0.csv 59493.55 17.620 R
ZTF20ikqs10x_0.csv 59317.39 20.021 R
ZTF20ikqs12x_0.csv 58595.77 19.357 R
ZTF20ikqs02x_0.csv 58078.77 19.918 R
ZTF20ikqs06x_0.csv 59524.90 18.375 R
ZTF20rscs12x_0.csv 9573.51 21.902 R
ZTF20rscs15x_0.csv 59287.77 21.640 R
ZTF20rscs21x_0.csv 59220.44 20.711 R
ZTF20rscs22x_0.csv 59250.74 22.338 R
ZTF20rscs02x_0.csv 59715.94 20.685 R
ZTF20rscs05x_0.csv 58244.39 21.535 R
ZTF20rscs07x_0.csv 60065.71 22.227 R
