columns
flux_density
True
OBJECT
ATLASgqg
tpk
IDdxr
ASASgsu
20vwv
2021iy
2020admd
ATLAS19els
AT2019fma
flux
ASASSN-14hr
Normalized_flux
2021oez
response
ASxin
ATLAS20ied
SNNAME
ATLAS19cde
ATLAS20bjwe
ATLAS20ibe
2020aeps
2020adqy
ATxbf
trace_spec
ATLAS18zob
tLSQ12gdj_20121112_Gr11_Free_slit1.5_1_f.asci
kaj
ASxtw
ThetaErr
eflux
Wave
WIWI
Flux (erg/s/cm2/Å)
AT2020zko
AT2020abgn
wavelength(um)
ZTF19aacsofi
ATLAS19ogl
ASASSN-14lu
=
col10
14:04:11.25
AT-jwq
ATxhx
xrf
AT2018jlv
ZTF19fxby
AA
ATLAS19cbq
ASASSN-14lt
C.Lidman
AT2020vbs
eow
AT-kcv
20yav
flux(flam)
ASASSN-19os
col6
tuq
AT2020csk
ZTF19aaaajtq
Flux[\muJy]
AT2019rjm
ZTF19fzox
cjq
idk
ASASSN-19ah
sn2016coj-20160531.244-ir.ms.fits
sn2016coj-20160614.198-uv.ms.fits
AT2019big
AT2021mhv
ATwzz
Flux
AT2021jbp
ZTF19qzhm
AT2019ikb
SAAO
ASASSN-18qw
20ywh
AT2019ibd
col3
ATLAS19esm
2012-12-09T00:00:00.000
ASASSN-19bx
Cali
AT2020vcc
ATLAS20ibk
PI:
WAVE
SIMPLE
OBSDATE
xconc
ATLAS20bfya
eok
ASxit
ZTF19aacqeai
Observed
2021yk
ATLAS20bgfh
AT2020zfo
B.Martin
RA
2021fl
SKYBACK
ZTF18abcezmh_20180703_P60_v1.ascii
IO
AT2020soi
21fof
BGFLUX
Rich/Hinds/Wise
flam
erg/s/cm^2/Angstrom
ERROR
ATLAS20icx
AT2021jzw
2021F
21fnt
wl(A)
ASASSN-18aah
OBSERVER
wave
ZTF19bmvt
Gaia19aim
21iaw
ATLASgwa
cew
ATLAS18vor
ASASSN-19bs
AT2020yzv
AT2019gcd
ATLASgyw
AT2020uyn
ATLAS20idr
ATLAS20bftx
OBSERVERS
ZTF21aaxtjvm
AT2019igz
ZTF19adcbyiw
ASASSNhp
