columns
f_lam
ZTF18vmm
ZTF19aacqeai
2021K
PS20hzz
AT2020swy
IO
erg/s/cm^2/Angstrom
ATLAS20gtc
PS20lto
Observed
AT2020uek
dnu
ATLAS19kej
BRATS-005
ASASSN-18rn
enu
ATxhx
Flux(10-15)
AT2020wlv
2014-04-27T00:00:00.000
ATLAS20bftx
AT2020txx
AStym
ASxtw
INSTNAME:
OBJECT
Theta
ATLAS18pqr
ZTF19qzhm
ASAShcg
ASxit
Shappee
AT2020wie
ZTF19hwxs
ZTF20xrko
wav
AT2020zko
True
AT2020zkx
OBSERVERS
Uerr
ATLAS20gca
AT2020yzx
ERR
AT2019gcd
ATLAS20biwy
AT2020vbs
AT2021lqy
FLUX
20zfu
AbsFlux(10^-16ergcm^-2s^-1(AA)^-1)
20uyh
20yae
lambda_AA
ASASSN19ng
AT2020abgc
B-channel
flux(flam)
ASASSN-18aar
AT20aro
ZTF19adcbyiw
AT2018jpx
ZTF19syyn
wavelength(AA)
2020adqy
ATLASgyw
AT2021jzw
Rich/Hinds/Wise
lambda
air_wave
flag
wavelen
2012-12-09T00:00:00.000
ASASSN19il
=
AS-19aeb
Error
ASxin
ATLAS20idr
PS21dhv
ATLAS19dxj
wl
Flux (erg/s/cm2/Å)
2024abfw
by
PTSS18jmj
ASASSNhq
2020adld
2025yz
e_lam
IVAR
AT2018joe
ZTF18aacdbzx
PTSS19clcj
20yav
ATLAS20idt
ASsaz
BGFLUX
Variance
sig
Wavelength_Angstrom
Gaia19akc
Sky
ZTF19aacsofi
(A)	FluxDens(1d-15)
idk
y
2021iy
sn2016coj-20160612.214-uv.ms.fits
rwt
variance/error
ATLAS19cbq
flux_tell_corrected
ATLAS19dyq
ATLAS20ibn
SIMPLE:
APO
ZTF19bmvt
AT2019ibd
20vau
RA
ATLAS19ogl
2024abkj
AT2020tgk
ASASSN-19bs
2021yk
Qerr
ATLAS19els
ATLAS20bevw
col9
2020dcv
fluxerr
ASeqv
ATLAS19mbi
flux_cgs_AA
flux_err
KCWI
from
ATxct
AT2020zen
ATLAS18bagj
ATLAS19bdu
flux(mJy)
Flux error (erg/s/cm2/Å)
ZTF19zuzd
Intensity
ASASSNhu
tLSQ12gdj_20121112_Gr11_Free_slit1.5_1_f.asci
flam
ZTF21aawtewf
AT2020vcc
ZTF18aaqzhib
AT2019agl
Gaia19aim
AT2019igb
ATLAS18zpz
ASASSN-19om
ATLAS20iel
dyt
ATLAS19cct
ATLAS20bhnm
AT2020uyn
sn2016coj-20160612.214-ir.ms.fits
AT2018jlv
col1
AT2021jbp
Popx
col2
AT2018jly
ZTF19aagviec
AT-kah
flux_not_tell_corrected
AT19xvr
col6
flux_smoothed
ASASSN-20dl
ATLAS18zob
ASASSN19ip
AT2020wlw
AT2019ikb
eow
ASASSN-19ii
ASASSN-19os
ZTF19aaaheft
SN2015F
2020aerb
AT-jwq
ATLAS20ied
2025wa
ATLAS21hjl
AT2020abgn
ATLAS19cdc
AT2020abhx
Angstrom	10^-18
2020admd
U
spectrum:
Gaia18dcg
rol
AT2019big
cvo
wave-obs
AT2019ifx
ATLAS21him
ASASgsu
2021oez
AT2020yzs
OBSERVAT
2025wl
14:04:11.25
ASASSN-14me
evv
Gaia18dpp
Gaia18cxi
ASASSN-14lt
ZTF18abcezmh_20180703_P60_v1.ascii
ATLAS18vor
xconc
DICHROIC=
ASASSN-14kq
Gaia19bzz
ATLAS19swk
IDxfx
Ppcn
GROUPS
AT2018jag
cli
WL[\AA]
ASASSN-14hr
ASAShau
Gaia18cxz
Flux
xpixel
AT2019iif
ATLAS20ibk
AT2020abvq
OBS_DATE:
ASASSN-19wf
Rich/Wise/Hinds
ATLAS19esm
SAAO
AT2020zfo
Perr
ASASSN-19bx
flambda
AbsFlux(10^-14ergcm^-2s^-1(AA)^-1)
flux_density
SIMPLE
AT2020xda
AT2019rjm
ATLAS20bevi
flux_unc
20zjx
tuq
AT2020zmr
B.Martin
ATLAS19dzh
ATLAS20bilw
IDdxr
D55
2021fl
SIG
sn2016coj-20160614.198-ir.ms.fits
ATLAS19ccn
PS20mde
Wave
cjq
col4
spec_optimal
20vwv
DATE-OBS=
AT2019pdx
trb
ASASSN-19mj
wave
ASASSN-18qw
2013-01-08T00:00:00.000
wl(A)
Flux_egs
Err
2025ud
Normalized_flux
FLAMBDA
ATLAS18znm
2020adlb
ATLAS20gom
2021hj
ASASSN-14jc
ASASSN19hm
err
AT2021mhv
Flux[\muJy]
10:56:00+00:00
ATLAS19emm
kaj
AT2019pig
TELESCOPE
ekb
ATLASgwa
wavelength
ZTF18aabcwtr
AT2019bgs
ATLAS19kcs
col11
21iaw
dispersion
waveobs
21fnt
LAM
#wavelength
ATLAS19axa
AT2019bsu
col5
PTF13ast
AT2019agi
obswave
2021ace
2020adox
ATLAS20awb
ASASSN19nw
2020adle
2021F
AT2020tul
PI:
col3
WAVE
ATLAS20att
ATLAS20icx
21fof
sn2016coj-20160531.244-ir.ms.fits
ATLAS18baiw
Wavelength(angstroms)
Q
vacuum_wave
AT2020vaw
OBSERVER
ZTF19ohrk
ThetaErr
flux
ZTF19aaaajtq
AT2020yzv
ATLAS19sys
IMAGE
ivar
ATwzz
AT2019tyn
ZTF19aaafgbt
yaftsub
ASASSN-14lu
AT2018jpi
ATLAS20bfya
ATLAS19dwr
ATLAS19emh
AT19yvv
ATLAS20fay
tpk
20skx
ZTF21aaxtjvm
AT2019fma
AT2020tef
2023-09-29
erg/s/cm^2/AA)
ERROR
ASASSN-18bt
ATLAS18xhr
spec_sum
ZTF19uhox
2023-09-19T06:35:29.65
dxg
AT2020wgy
AT2020zkt
FILENAME:
ZTF20dibr
WAVELENGTH
XTENSION:
2022siz
yconc
ASASSN-18aah
AT2019bjz
eok
ATLAS20bgfh
cew
ASASSN-18abi
AT2019ubh
Podb
ZTF19fzox
AT2020vdm
21feg
ASASSN-14lv
AA
ATxek
Wavelength (Å)
ATLAS19mbc
TESSxtf
ATLAS20ibe
ell
eke
20voz
col10
TELESCOPE:
ATxbf
ATLAS19suf
Sigma
ZTF20abobpcb
AbsFlux(10^-15ergcm^-2s^-1(AA)^-1)
ZTF21aaqldsj
col0
ZTFaacijie
AT2019sqo
eflux
wavelength(um)
ATLASgqg
AT2021mab
2012-11-13T00:00:00.000
AT2018jkw
AT-kcv
SNNAME
ATLAS20bjwe
20xyk
ATLAS19cde
ATLAS20auf
20xkw
ATLAS19kdv
AT-ktf
Converted
ATxug
21isv
ATLAS18wyv
2021G
ASASSN-19mb
ZTF19aadgimr
BRUTUS8556_1
ASASSNhp
ZTF19fxby
WIWI
ASASSN-15hx
AT2020zem
AT2020abmi
AT-kpv
ASASSN19lp
Pnzv
Wavelength(AA)	f_lam(1e-16
ATLAS21gba
col7
Wavelength
xrf
ASASSN-19bk
trace_spec
"ALwe050142.fits[1][400,2102][real]:"
20ywh
sn2016coj-20160614.198-uv.ms.fits
AT2019sqi
ypixel
ASASSN-19ah
ATLAS19kky
UH88
tpg
AT2019qym
ZTF19fqug
2021c
AT2020ckp
ATLAS19oyk
e_flux
x
AT-jzt
ATLAS20bjgs
ASASSN-19bi
ZTF18aaayemw
tls
AT2020zlp
2020aeps
AT2020wts
ATLAS20cnh
ASsam
AT2020tce
2021nyt
ASbwr
sn2016coj-20160531.245-uv.ms.fits
2012-11-15T00:00:00.000
2012-12-18T00:00:00.000
24pom
AT2020csk
telcor
SN2019yvq
SKYBACK
Gaiadmj-Fon_/_DQE
col8
Ppdy
AT2019igz
AT2020soi
P
sky_flux
OBSDATE
AT2019bgn
2020adlc
Cali
P60
response
ATLAS19dxg
C.Lidman
ATLAS19cau
20xuq
ATLAS25aoh
AT2020wux
