columns
ASASSN19nw
eflux
trb
2020adlb
2012-11-15T00:00:00.000
Rich/Hinds/Wise
ASASSN-14hr
tuq
ZTF19aaafgbt
xpixel
ATLAS19dxg
AT2018jpx
SIMPLE:
AT-kcv
AT2020zkx
dyt
AT2019iif
ATLAS19kcs
ATLAS20bftx
Shappee
ATLAS19cdc
AT2020wie
AbsFlux(10^-16ergcm^-2s^-1(AA)^-1)
flux_smoothed
col9
AT2020vbs
21fnt
wl
C.Lidman
sig
ATLAS20att
from
2020adqy
ASASSN-14lu
2023-09-19T06:35:29.65
rol
eok
AT2019agl
FLAMBDA
FLUX
2024abkj
ATLAS19dxj
Gaia18dpp
AT-ktf
IDdxr
AT2019bsu
ATLAS20gtc
XTENSION:
ASASSN19ng
ATwzz
dnu
ATLASgyw
2022siz
ZTF19aacsofi
20xuq
PTSS18jmj
x
col6
Intensity
OBSERVER
ASASSN19ip
AA
AT2020abvq
ASbwr
AT2019ibd
AT20aro
col0
flux_not_tell_corrected
ASASSN19hm
air_wave
WL[\AA]
UH88
AT2019ikb
y
AT2021jzw
20skx
ASASSN-19os
wavelength(AA)
sn2016coj-20160612.214-ir.ms.fits
ATLASgwa
AT2019qym
col3
Theta
2020dcv
ATLAS20icx
AT2020tce
SIMPLE
flambda
2025yz
AT2020wts
ATLAS19ogl
ZTF19aaaheft
2021iy
FILENAME:
20vau
ASASSN-18aar
ZTF21aaqldsj
ATLAS19dzh
cli
2013-01-08T00:00:00.000
DICHROIC=
ATLAS19kky
2023-09-29
ATxek
Sky
ASsam
APO
D55
24pom
2021K
ASASSN-20dl
ATLAS18bagj
ERROR
ATLAS18vor
ATLAS20bevw
ATLAS20ied
Pnzv
ATLAS19mbi
ATLAS20bevi
evv
ASASSN-19ii
Gaia18dcg
by
AT2019big
ASASSN-18rn
col7
spectrum:
wav
ATLAS20gom
waveobs
ekb
flux_cgs_AA
LAM
Err
BGFLUX
AT2020yzv
IVAR
AT2020vaw
ZTF21aawtewf
ATLAS19kdv
INSTNAME:
Wave
ASASSN-19mj
tpk
2025wa
col8
ZTF18aabcwtr
AT2020tgk
Error
2012-11-13T00:00:00.000
AT2019rjm
2020adox
ASASSNhu
Observed
SN2015F
yconc
ZTF18vmm
ATLAS20idt
AT2020wlv
AT2019igz
ATxct
variance/error
AT2019pig
PS20lto
ZTF19aaaajtq
ATLAS21hjl
ATLAS18wyv
2012-12-09T00:00:00.000
ZTF20xrko
flag
AT2021mab
dispersion
Sigma
PTF13ast
2021F
flux_tell_corrected
ATLAS19axa
AT2019pdx
sky_flux
ATLAS19mbc
ATLAS20ibn
wave-obs
21isv
ATLAS20bjwe
ATLAS19oyk
OBSERVAT
idk
e_lam
2021oez
Q
AT2019bgs
#wavelength
2021yk
ATLAS19cau
ZTF19ohrk
eke
ATxhx
=
ASASSN-14jc
ATLAS20fay
AT19yvv
AT2020vdm
AT2020txx
flam
AT2020abgc
flux(mJy)
yaftsub
ATLAS19bdu
SNNAME
ASeqv
True
2020adle
ATLAS19els
AT2019fma
ivar
ZTF19syyn
2012-12-18T00:00:00.000
AT2020tul
erg/s/cm^2/Angstrom
AT2018jkw
ATLAS21gba
ATLAS19emm
ATLAS19swk
ASASSN-19wf
B.Martin
sn2016coj-20160614.198-uv.ms.fits
2021nyt
ASASSN-15hx
ASASSN-19bi
ATLAS20biwy
flux_unc
ZTF19uhox
cew
Rich/Wise/Hinds
ATLAS20bjgs
spec_sum
U
OBSDATE
10:56:00+00:00
AT2019sqo
tpg
Gaia19aim
ZTF19fzox
ASASSN-19ah
spec_optimal
fluxerr
wavelen
ATLAS20bfya
B-channel
ERR
ATLAS20bhnm
AT2021mhv
AbsFlux(10^-14ergcm^-2s^-1(AA)^-1)
20xyk
trace_spec
2021fl
Wavelength(AA)	f_lam(1e-16
20zfu
sn2016coj-20160531.245-uv.ms.fits
sn2016coj-20160614.198-ir.ms.fits
AT2020zko
Ppcn
ASASSN19il
AT2020yzx
AT2020vcc
ATLAS20gca
20zjx
ZTF19aadgimr
erg/s/cm^2/AA)
AT2018jpi
WAVE
ATLAS20auf
AT2019gcd
f_lam
AT2019igb
GROUPS
TESSxtf
ZTF18aaayemw
ATLAS25aoh
BRATS-005
AT2020abhx
ASASgsu
AT2020zen
PS20mde
Wavelength_Angstrom
PS21dhv
AT2021lqy
lambda
cvo
AT2020soi
ThetaErr
ZTF19zuzd
Uerr
Wavelength (Å)
AT2020yzs
dxg
AT-kpv
Angstrom	10^-18
ASASSN-19om
AT2021jbp
wl(A)
ASASSN-19bx
ATLAS20bilw
AT2020abgn
ATLAS20bgfh
ATLAS19emh
Perr
ATLAS19cct
AT2020zlp
AT2019bgn
ASxin
ZTF19fxby
AT2020tef
ZTF18aacdbzx
AT19xvr
ASxtw
AT2020ckp
(A)	FluxDens(1d-15)
ASASSN-18abi
ATLAS19sys
flux_density
AT2018jag
ZTF19qzhm
ATLAS20awb
e_flux
DATE-OBS=
AS-19aeb
AT2020zkt
2021G
Popx
Flux (erg/s/cm2/Å)
2020aerb
AT2020zfo
SAAO
flux_err
ASASSNhq
Converted
AT2020abmi
AT2020wlw
ATLAS19suf
AT2019ifx
ATxug
ATLAS18pqr
ATLAS20cnh
AT2019ubh
IDxfx
2014-04-27T00:00:00.000
col2
eow
ZTFaacijie
col5
telcor
SKYBACK
Flux[\muJy]
sn2016coj-20160531.244-ir.ms.fits
ASASSNhp
xrf
KCWI
lambda_AA
ASASSN-14lt
20vwv
ATLAS18zpz
Qerr
ASxit
ASAShau
Gaia18cxz
ASASSN-14me
enu
Ppdy
kaj
ATLAS19dwr
ATLAS19cbq
Flux(10-15)
ATLAS19kej
AT2020wux
vacuum_wave
2020admd
cjq
AT2018jlv
AT2020wgy
2024abfw
ASASSN-19mb
ASASSN-14kq
AT2020zmr
col4
AT2019bjz
Flux_egs
BRUTUS8556_1
OBSERVERS
2025wl
col10
Gaia18cxi
ATLAS20iel
ATLAS21him
AT2020csk
AT2020uyn
OBJECT
wave
IMAGE
ATLAS19cde
wavelength(um)
obswave
Cali
20ywh
ATLASgqg
AT2020swy
