time,mag,magerr,band
60153.29979170021,22.196877150265095,0.9308328576455572,g
60155.38711810019,21.72930649642586,0.9928876241260912,ZTF_i
60158.38394680014,21.49512938161793,1.123928169787043,g
60178.258842600044,18.748432622592542,0.0375704521561302,R
60178.28185189981,18.671428097595943,0.05298225791472997,ZTF_i
60181.18520830013,19.36170676720254,0.10815764857476477,ZTF_i
60182.22276620008,19.920289262059903,0.12194918281115323,g
60182.286863400135,19.398127409947797,0.08443870852281565,R
60184.18700229982,19.164875255533584,0.07499790806228052,R
60184.214259299915,19.561770545271454,0.10813927478558157,g
60184.2569213002,19.130775057370826,0.09292373996241313,ZTF_i
60186.184155100025,19.319322427669732,0.10794186936741132,g
60186.24442130001,18.912360502053488,0.06301187453134784,R
60187.34600690007,19.034088624573133,0.1050295361957763,R
60191.157245399896,18.581078913914038,0.03545409849363934,R
60193.30674770009,18.427699877644553,0.03331900589620661,R
60193.32758100005,18.91708966866914,0.053836624249489824,g
60194.258483800106,18.565742421370214,0.059176734174783883,ZTF_i
60195.17368059978,18.91404149792317,0.03915108799781224,g
60195.21924770018,18.303049561310488,0.02715694755476271,R
60198.22211810015,18.993131158450677,0.03744143235325759,g
60198.26130789984,18.382044256813344,0.03023160370518235,R
60200.156724500004,18.414663808108898,0.03810969705118311,ZTF_i
60201.161215300206,18.392678333881076,0.02706745467429642,R
60201.20807870012,19.16075410737571,0.04172644470100935,g
60203.146238400135,18.604713167599325,0.046400516630222724,ZTF_i
60203.18248840002,19.499443872056936,0.05201457711285642,g
60203.20099540008,18.42792104307587,0.025799854700852717,R
60205.15729170013,19.713745565612893,0.054070029508693676,g
60205.1822453998,18.601138739587903,0.027593682927617328,R
60206.157476900145,18.772014319248772,0.05285505137929711,ZTF_i
60207.158669000026,18.779741983663023,0.0374069346235915,R
60207.24010419985,19.99379725533072,0.1107182846378081,g
60211.173449099995,18.973772895513676,0.049485273194353356,R
60211.21730320016,20.51990905228027,0.2363807799203003,g
60212.14259260008,19.113065072693395,0.07959187702267431,ZTF_i
60213.141365699936,20.330515159797727,0.31118415640857977,g
60213.17755790008,19.23110542398308,0.09877684089582024,R
60215.150254600216,19.133011834298834,0.09400370123798946,ZTF_i
60215.21322919987,21.11712303599016,0.6329758452120894,g
60215.2410995001,19.341007595349428,0.11057498261306511,R
60220.22228009999,21.821552960927498,1.0259243452727742,g
60220.24019679986,19.32528865488509,0.1579131929843151,ZTF_i
60222.15679399995,19.50175804753794,0.09688045560257609,R
60222.1979398001,20.994236668479644,0.3945346330854198,g
60224.15561340004,19.400164978593878,0.08741875115819947,ZTF_i
60224.18256939994,19.615424254003365,0.08463574708349497,R
60224.26365739992,21.435763278922025,0.5393619655411475,g
60227.14126159996,19.439540189125932,0.10614903797084821,ZTF_i
60227.1800694,19.659791000017588,0.10385774669688781,R
60227.21740739979,20.98484551678493,0.42524785051104647,g
60231.153830999974,19.608527991552975,0.08555657938287786,R
60231.19914350007,20.67818512798319,0.23143251666563586,g
60233.158194399904,19.95772856982445,0.12176764835428579,R
60233.20613430021,20.987264694902322,0.35056313198533967,g
60234.22651620023,19.55196823632547,0.14844179531058138,ZTF_i
60235.121701399796,19.876249138014366,0.09730134063881693,R
60235.15856479993,21.630632152403308,0.4087301611083678,g
60237.12041669991,19.683996207723577,0.13586267981875036,ZTF_i
60237.13724539988,20.796410905098,0.23853523201347246,g
60237.15776620014,19.812131904577313,0.10956968444549273,R
60239.10445600003,19.740530364866135,0.08865106587565123,R
60239.13620370021,20.118837078096718,0.132022262073934,R
60239.15758100012,22.213702785237817,0.9427027785900227,g
60242.157824099995,20.499283636664952,0.3032429675444813,g
60242.20790510019,20.340784223310365,0.2783992104896774,R
60245.20211810013,19.6925023837311,0.23744455134151224,R
60250.11712960014,20.26882836074044,0.19251261366516004,R
60250.19133100007,21.550516951727836,0.7956526744962261,g
60252.172824100126,21.63627155403364,0.5477421838574106,g
60253.17784720007,19.934892168862547,0.20319183916295389,ZTF_i
60254.16166670015,22.066028911430955,0.7114951598551313,g
60259.117858800106,20.1874418016141,0.1678803856620625,R
60259.165937500075,21.741675964983997,0.6115443120924713,g
60260.17765050009,20.970933658332832,0.6222166422929989,ZTF_i
60262.16035880009,20.993248212807266,0.36470065806113505,g
60268.139930599835,21.25758099436316,0.8438964210197827,R
