time,mag,magerr,band
59969.496435199864,18.256024754064555,0.02779823472359013,R
59969.51513889991,19.222597287541937,0.05896896726253589,g
59972.51771989977,18.26031117630562,0.03262437551154787,R
59979.49384259991,18.42064619960483,0.05364695886805499,R
59984.51387730008,18.735369255726432,0.07758958426485547,R
59987.49776619999,18.760166070083933,0.05143761593014629,R
59996.46945599979,20.175863763895197,0.12268129038735921,g
59996.51251159981,18.80895905602374,0.036920055650245136,R
60020.36886569997,18.95034975149387,0.04124921492302104,R
60020.50568290008,19.904513391665994,0.08094811653870021,g
60029.47420139983,18.964520649588813,0.039399450465430835,R
60030.49662039988,18.864684473888563,0.08008267333589286,ZTF_i
60032.38274310017,18.990612567891933,0.04633607855576591,R
60042.38858800009,20.493671181451354,0.32694980608392404,g
60042.43202550011,18.975281719752108,0.056204952401269964,R
60043.428333300166,18.90650849040992,0.0754676578124383,ZTF_i
60044.38379629981,18.99506659779999,0.053597327760037526,R
60044.46697920002,20.055700434867024,0.13531346703085353,g
60045.45613430021,18.961251341337515,0.03998884206002182,R
60046.383217600174,18.852794054274185,0.03407231144389732,R
60046.41172449989,18.691731382930108,0.048201038689768896,ZTF_i
60050.42357640015,17.90540576277041,0.02829374981197401,ZTF_i
60051.365937499795,18.747493677984647,0.02614729753138089,g
60051.44703700021,17.749342491927592,0.01419349461169844,R
60053.41175930016,17.361262225411707,0.021101565403562565,ZTF_i
60053.43278940022,17.48670158538318,0.014812146649998591,R
60056.33913190011,17.0576460712493,0.00996027981620023,R
60056.40457180003,16.839938278265134,0.012049696570881872,ZTF_i
60058.345393499825,17.28676652234638,0.01112285278689409,g
60058.42370369984,16.874545275078482,0.009729825859719128,R
60060.36363429995,16.69200973135071,0.013158314388304261,ZTF_i
60060.405509300064,17.103839976619696,0.010261772275448519,g
60060.46707180003,16.746278010188902,0.008782486444726356,R
60062.453599500004,16.98522409991279,0.008437544513897464,g
60062.47674770001,16.60866279008107,0.007707875284394428,R
60063.34535880014,16.575816608424226,0.007854420676873843,R
60064.3692361,16.49736765570674,0.007751859018255906,R
60065.383206000086,16.54282631390342,0.013310470305522733,ZTF_i
60065.43775459984,16.606166638478925,0.009198977938515538,R
60065.44942130009,16.89294894857067,0.009973406497885839,g
60073.28420139989,16.781079588718868,0.009864577689198894,g
60073.41497689998,16.527387628463863,0.00921152894871733,R
60073.455196800176,16.50882300245827,0.0148607624256159,ZTF_i
60077.36136570014,16.541558555484542,0.013141203326440873,ZTF_i
60077.4056712999,16.860101864114856,0.008287294359044045,g
60077.44487270014,16.52736537521534,0.007554674549545882,R
60079.36230320018,16.811521661745523,0.007918485845476431,g
60079.42010420002,16.53862875005771,0.00722545530351547,R
60082.36450230004,16.512373101137015,0.007534056359779783,R
60082.39778940007,16.935252613461834,0.008595620839189803,g
60084.362141199876,16.91577965721738,0.008713791897561378,g
60085.29997690022,16.594841649118482,0.012304160472826583,ZTF_i
60086.410717600025,16.577013893666713,0.007484683939231911,R
60086.43384259986,16.92893868032418,0.008213638725593497,g
60088.34383099992,16.661149220469447,0.012180899571351156,ZTF_i
60089.424594900105,17.102138462546737,0.00919712294178519,g
60091.39009260014,16.760333310921425,0.007931644635731155,R
60091.43521990022,17.138430848723925,0.00942967569082623,g
60091.44649309991,16.777496707824543,0.013951156888236109,ZTF_i
60092.28104169993,16.757931754883185,0.008477171990889822,R
60092.30440969998,17.10169483216913,0.01038031501946371,g
60093.37112270016,16.723257923285736,0.00851307310534995,R
60094.30299769994,16.820511546331296,0.014037111130445647,ZTF_i
60097.28245369997,16.765733418511854,0.010339493903135226,R
60097.41204860015,16.911782199988803,0.018618679705393354,ZTF_i
60097.42715279991,17.35729278110236,0.016333682602851667,g
60099.36395830009,16.93124446645039,0.012827595788994164,R
60099.42126160022,17.331657001305054,0.020016280803466253,g
60100.41050929995,16.91741086153844,0.015596160597691566,ZTF_i
60101.3589583002,17.066381388695618,0.014441237818113654,R
60103.45629630005,17.075897964209425,0.024667926481958258,ZTF_i
60104.36745369993,17.077454225821228,0.010387556872153866,R
60109.262326399796,17.243031458697637,0.018481874436368975,ZTF_i
60109.34550930001,17.260444423737106,0.010890559171171607,R
60111.429583299905,17.837525732867874,0.014110862703693003,g
60112.31994209997,17.337932055885872,0.023742480338072178,ZTF_i
60114.291203700006,18.00851414078344,0.01706262689291329,g
60114.34869210003,17.471473052031637,0.012301766733005473,R
60115.28239580011,17.44574533429349,0.022580573043584122,ZTF_i
60116.27815969987,17.59564212468383,0.014782147369390153,R
60116.3428588002,18.041953440617714,0.01852199690662827,g
60118.28559029987,17.64209279271295,0.029028318379954426,ZTF_i
60118.36562500009,17.726545961237264,0.01559037316056886,R
60118.40388889983,18.182965945569936,0.02562880904457523,g
60120.35358799994,18.22694720627937,0.018803513029398946,g
60120.40785880014,17.862689376434766,0.016903047442155927,R
60121.354259300046,17.858335032640205,0.04055891226120847,ZTF_i
