time,mag,magerr,band
59303.29709490016,21.696986896198176,0.9874674523853363,g
59304.18464120012,22.95078086115,1.5781476298003285,R
59304.281921300106,21.614807413297445,0.8486708300206997,R
59305.3688194002,21.92890689384244,0.9479009346555821,ZTF_i
59305.43659720011,22.23227356765349,1.620203324679426,g
59307.284826400224,22.915973141569925,0.9436178417369764,g
59308.30130789988,22.171362091140068,1.1818373939533937,ZTF_i
59311.17658559978,22.044606860439323,0.5883056023811121,R
59312.24427080015,22.85663495704957,1.1524649177193682,g
59312.2817592998,23.5409791054649,1.999795786431504,R
59313.22163189994,23.5559418811831,1.9895508088338598,R
59315.24127310002,22.51999959393037,1.2109616362698918,R
59317.22862270009,22.269669087989172,0.9721488478848278,ZTF_i
59323.32268519979,22.813883088553585,1.4544780329818807,R
59325.3400347,22.198160737562333,1.4340970967545914,g
59328.23599540023,21.8418980057574,0.9767853511284125,R
59329.241469900124,21.717602859451038,0.8492772445217631,R
59329.255613400135,20.959310920972648,0.45918138332126013,R
59329.30672449991,22.008573019807372,1.51635812075122,g
59329.30766199995,21.74442764729538,1.192689669450339,g
59334.26157409977,20.224927443530156,0.13423691356663456,R
59334.29831020022,20.40717138305199,0.2596074538558799,ZTF_i
59334.298773100134,20.22595369418129,0.19751206945234603,ZTF_i
59335.19643520005,20.030466297823622,0.13280617084640903,R
59335.201226899866,19.77152904185694,0.09529642962528473,R
59335.202650499996,19.83562748537453,0.11001036777991327,R
59335.24540509982,20.145110369649956,0.1399849937645151,g
59335.259120400064,20.290177434144592,0.1307016549692763,g
59335.2600579001,20.237250198413918,0.11109543305179391,g
59336.23503470002,20.09132132605647,0.08625717992078619,g
59336.241736100055,20.183754376984425,0.09081940482940257,g
59336.26069439994,19.938477219790336,0.07533591584278439,g
59336.30241899984,19.932813841369427,0.07927445429246772,R
59336.305358800106,19.796242961282395,0.06978146650930982,R
59336.322129600216,19.805601694514422,0.06432125305614186,R
59338.24340280006,19.439459978755274,0.05386504562499465,R
59338.244340300094,19.48598649062304,0.05686387970033595,R
59338.261435199995,19.48587982459017,0.05944536042800708,R
59338.26237270003,19.483659633117075,0.06453708465099023,R
59338.30232639983,19.842311560263134,0.08926845733611788,g
59338.303993099835,19.652895696437636,0.06948757001763546,g
59338.321411999874,19.68294727306216,0.07607145840286265,g
59338.32234949991,19.702158158822385,0.08569803410303163,g
59339.18442129996,19.60047677818424,0.10426700061352577,ZTF_i
59339.218009300064,19.35650991910935,0.044640357908632,g
59339.26276620012,19.2928818110465,0.04472141933497866,R
59339.26324070012,19.50662886531352,0.06639366105316637,R
59340.219224500004,19.409442201916,0.04648475022701777,g
