time,mag,magerr,band
58862.35128469998,21.982922703798483,1.0035394963471,R
58876.19342589984,20.478030910550384,0.12155961587324576,g
58878.18259260012,19.920545541316272,0.1512477754543034,R
58879.19592589978,20.38231465904016,0.16975459105068294,g
58880.20803239988,19.49752334394251,0.07232950269757443,R
58881.187905100174,19.49499954755906,0.08099963816407131,g
58882.14381940011,19.01885116920215,0.050068229741218793,R
58892.28561339993,18.057965692526757,0.02412921099110554,R
58894.24545140006,17.9288454289635,0.017198060167388937,R
58895.15575229982,18.172213001107515,0.019968798094353868,g
58898.13658560021,17.880305499812813,0.015655577869746327,R
58898.16408560006,17.870993399386933,0.015070922256520989,R
58898.19266200019,18.195206101159968,0.018621791241810688,g
58900.18423609994,17.86030497392359,0.0204420213326825,R
58903.17121529998,18.02612164182927,0.01847898740419764,R
58903.24528940022,18.579249672445357,0.026327314414147953,g
58905.187604200095,18.150593335089823,0.025398715010485948,R
58906.141377300024,18.869576493913634,0.03807731306916878,g
58906.20734950015,18.184917600559743,0.027387074056991312,R
58906.25895830011,18.919951773269243,0.04504479904525094,g
58909.11358800018,18.36617068785707,0.038589550875536456,R
58915.14950230019,18.504789464899783,0.049358987523892686,R
58915.19355319999,19.53725407268747,0.13489489154742898,g
58917.20137730008,19.933808265230667,0.4206480138420971,g
58955.19868060015,19.554934184488378,0.07854533683005419,R
58964.165925899986,20.6131361663981,0.1649261607821393,g
58964.221169000026,19.561368597819353,0.10597881432665879,R
58970.21442130022,20.043357423007762,0.34786067015321465,g
58973.15968749998,19.996204471427944,0.16886256812711858,R
58973.20104169985,21.119743135253785,0.8520242968921037,g
58986.157627299894,20.578070549333507,0.2824200753134691,R
58986.161041699816,20.651789242486466,0.32754264558917867,R
58986.16443290003,20.120123354207408,0.18593616570417246,R
58986.16784719983,20.014813795498583,0.1698993054029755,R
