freq,spec
3776.7,0.46765042541981244
3792.5649122198897,0.4035606010098432
3808.4964687164615,0.4035145139449521
3824.494949444596,0.5055608549583235
3840.560635535191,0.505446748924259
3856.693809300099,0.0
3872.894754237091,0.17245812076855577
3889.1637550348355,0.17239057578883107
3905.5010975779037,0.3968035558203654
3921.90706895179,0.2893211342025705
3938.38195744796,0.2891699931086158
3954.9260525689147,0.001218527396498833
3971.5396450332773,0.604928331250138
3988.223026780905,0.6045505555211524
4004.976490978014,0.51974560728578
4021.800332022335,0.713415093305406
4038.6948455482857,0.7129187049665976
4055.660328432164,0.3496021475371373
4072.6970787973682,0.5920413092810037
4089.8053960196316,0.5916080222347572
4106.9855807322865,0.6040699178298906
4124.237934831544,1.0
4141.562761481806,0.9992755063388213
4158.960365120981,0.743327870323774
4176.431051465844,0.44187255164554057
4193.975127517404,0.4415688124066696
4211.5929015663,0.6060608522809826
4229.284683198216,0.5632195082688588
4247.050783299326,0.5628804728203276
4264.891514061754,0.4625594743365117
4282.807188989056,0.42389419513023613
4300.798122901737,0.4236885504676246
4318.864631942779,0.3393668483704761
4337.007033583194,0.46537675032946874
4355.2256466276085,0.5414974153312168
4373.520791219862,0.54134787300935
4391.892788848629,0.49746943813948385
4410.341962353077,0.5133805396151188
4428.868635928534,0.4906958678674196
4447.473135132185,0.49068748497632253
4466.155786888795,0.47779454273686367
4484.9169194964525,0.40508664136844486
4503.756862632342,0.40516833830902044
4522.675947358528,0.4261705199906586
4541.674506127783,0.5103520981135771
4560.752872789427,0.34549804132665846
4579.911382595186,0.3456792794005461
4599.150372205097,0.4520703001808056
4618.470179693409,0.4114595315978802
4637.871144554534,0.5416887274541583
4657.353607709012,0.5421581251626849
4676.917911509497,0.5378860104227084
4696.564399746774,0.5223299314988488
4716.2934176558065,0.7086658065180018
4736.105311921793,0.590108304455205
4756.000430686269,0.590885458296909
4775.979123553215,0.7006335236040733
4796.041741595208,0.5740679750287089
4816.188637359589,0.5121438237486317
4836.420164874652,0.5130123894024349
4856.736679655874,0.5039866965355511
4877.1385387121545,0.39815043800471084
4897.626100552097,0.4150898880515199
4918.199725190299,0.3695933265930784
4938.859774153689,0.3704029037297124
4959.606610487866,0.2560877415606712
4980.440598763497,0.40758949628173524
5001.362105082707,0.4431072633960997
5022.371497085518,0.4750896549967048
5043.469143956316,0.6067649361533397
5064.655416430324,0.608440777441827
5085.930686800133,0.37908361448612965
5107.2953289222305,0.5667773856538023
5128.749718223579,0.534846622243454
5150.294231708209,0.49616192596772524
5171.929247963843,0.5514247384735126
5193.6551471685525,0.5532749619133065
5215.472311097434,0.40254214331753585
5237.381123129321,0.4194967515403273
5259.381968253518,0.33757959240523994
5281.475233076568,0.5456265802673036
5303.661305829045,0.5537045961485993
5325.940576372376,0.45498499628400785
5348.313436205696,0.45682000924545496
5370.780278472717,0.5671138523193028
5393.341497968649,0.4384773327006665
5415.997491147128,0.6224883070289857
5438.748656127187,0.5387110539474489
5461.595392700254,0.6613647175473759
5484.538102337171,0.6453340225052033
5507.577188195253,0.5822563043002328
5530.713055125373,0.6944898329524781
5553.946109679073,0.6127147675632757
5577.276760115713,0.6157114424465086
5600.705416409638,0.5349157071205082
5624.232490257388,0.5069303608598971
5647.858395084933,0.5519185039148414
5671.58354605493,0.6537524611383378
5695.408360074029,0.6655654503704428
5719.333255800192,0.6111871820081795
5743.3586536500525,0.4837557902636959
5767.4849758063,0.45950433935257984
5791.712646225104,0.46619232670090316
5816.042090643562,0.48238668758553044
5840.473736587174,0.3951736472721333
5865.008013377368,0.30935701756147566
5889.645352139034,0.27460826627041857
5914.386185808102,0.2533337032440475
