#sn_name peak_mjd peak_mag filt
2016fir None None ZTF_g
2018cnf 58296.05053622242 17.73682531294704 ZTF_g
2018hqm 58441.183869496024 17.68637180837411 ZTF_g
2019alr 58633.64172715192 18.722885987477362 ZTF_g
2019bie 58560.622922814604 18.761516227403774 ZTF_g
2019cac 58554.19327451861 18.857581667618696 ZTF_g
2019cht 58562.26191280467 19.245850912438335 ZTF_g
2019dnz None None ZTF_g
2019gjs 58708.19294102672 18.693739428428856 ZTF_g
2019hgy 58670.11174629677 17.801899783714653 ZTF_g
2019iay 58671.95701687948 18.666183207501852 ZTF_g
2019jys None None ZTF_g
2019krt 58694.15566987744 17.873355109316176 ZTF_g
2019kud 58708.40727806432 16.6490689226237 ZTF_g
2019lkr 58696.36383061336 18.055428045976253 ZTF_g
2019mtk 58866.51690049419 19.202421862972944 ZTF_g
2019npx 58732.662170321855 17.142829321088115 ZTF_g
2019qym 58766.595947932874 16.50602097607428 ZTF_g
2019ssg 58788.39605692012 19.239464077795866 ZTF_g
2019tpl 58789.6639654864 17.841633003070392 ZTF_g
2019wma 58872.83540560012 19.29351544513259 ZTF_g
2019wqc None None ZTF_g
2019wrt 58854.28752223279 0.07868122251195019 ZTF_g
2020abku None None ZTF_g
2020cke 58901.57777918581 18.760483515439827 ZTF_g
2020hcr 58968.91198760084 17.783784522175335 ZTF_g
2020hem 58990.83197959193 11.009993889844418 ZTF_g
2020jhs 58995.18632380737 18.005431838327702 ZTF_g
2020nku 59167.77482984246 19.18470202611941 ZTF_g
2020ntt 59034.129052875665 18.779854910732976 ZTF_g
2020onv None None ZTF_g
2020sj 58882.659955876465 17.983611037172263 ZTF_g
2021adxl None None ZTF_g
2021bn 59249.045495253864 18.03861899106589 ZTF_g
2021kwc 59347.012291511484 17.45653026547283 ZTF_g
2021mz 59376.233991496905 19.407615257575817 ZTF_g
2021rll 59422.02012451925 18.05390708419754 ZTF_g
2021tie 59434.86062678189 19.27863464094735 ZTF_g
2021ulv None None ZTF_g
2021uzt 59453.15782139403 17.926782223969532 ZTF_g
2022aecy None None ZTF_g
2022mop None None ZTF_g
2022udq 59845.19322195194 18.429468005691444 ZTF_g
2022waq 59870.818312129915 18.887937326894544 ZTF_g
2023adz 59981.1482983911 18.016430547609986 ZTF_g
2023alo None None ZTF_g
2023awp None None ZTF_g
2023dej 60019.70066530618 18.305508793393127 ZTF_g
2023emr 60047.80932319426 19.431756292212867 ZTF_g
2023hpd 60113.13076045589 16.777177422389357 ZTF_g
2023jwb None None ZTF_g
2023okv 60183.561175825 18.020604036995792 ZTF_g
2023xix 60293.50379965561 17.67821597001188 ZTF_g
2024aboy 60646.611454309335 18.437170426520606 ZTF_g
2024crf 60402.5245132925 18.639622359088907 ZTF_g
2024lib None None ZTF_g
2024yre 60629.007880505764 19.37441039011221 ZTF_g
2025cbj 60751.21968825304 18.33879437417112 ZTF_g
2019cac 58559.512331456666 18.71244619429108 ZTF_g
2019cht 58563.07141727762 19.28702880728177 ZTF_g
2019jys 58664.39056145514 18.483690843415523 ZTF_g
2019krt 58695.32708209431 17.984917726542772 ZTF_g
2019ssg 58792.30367087543 19.067494862227072 ZTF_g
2019wqc 58853.3302350891 18.136101720555875 ZTF_g
2020hem 58991.07316480335 17.860143075089045 ZTF_g
2021bn 59247.77695783012 18.192793661099476 ZTF_g
2023alo 60039.20889972742 18.821198313212026 ZTF_g
2024crf 60400.639448817434 18.634241517151477 ZTF_g
2019gjs 58698.03123840243 18.292981629360366 ZTF_g
2019kud 58699.06944469123 16.634168374037234 ZTF_g
2019wrt 58844.8367680283 19.052225688157755 ZTF_g
2022aecy 59971.60706896124 18.998288755621797 ZTF_g
2019dnz 58614.154137455036 16.98992157173681 ZTF_r
2020abku 59205.38807322621 17.699704801955782 ZTF_r
2020jhs 59115.71073682192 17.74167068636077 ZTF_r
2021adxl 59525.284223258495 14.318569885380565 ZTF_r
2022waq 59850.11775892378 17.820585582912884 ZTF_r
2024lib 60591.52346403204 18.12363480544169 ZTF_r
2021ulv 59446.50065871589 17.689628359595883 ZTF_r
2023jwb 60135.45770977233 17.078085893706703 ZTF_r
2023awp 59983.71351263827 17.260784228464182 ZTF_r
2024yre 60626.10491926243 18.67578853678504 ZTF_r
2021mz 59335.399081425756 18.75 ZTF_r
