#sn_name peak_mjd peak_mag filt
2016exv None None ZTF_g
2018fzn 58370.05127571946 19.17193382716151 ZTF_g
2018hhs 58424.88587544514 19.56991214989648 ZTF_g
2018hoa 58423.431961828 18.233109818825596 ZTF_g
2018iug 58455.32531827814 -3.0663010701035818 ZTF_g
2018jee 58456.51596436721 16.460652743918782 ZTF_g
2019ofk 58728.99088044145 18.68859802790882 ZTF_g
2019pof 58746.188448749665 18.63178642443039 ZTF_g
2019sna 58786.1511251831 18.16927913660705 ZTF_g
2020adnx 59228.405016699195 17.710077852413896 ZTF_g
2020jfv 59045.505892209 19.59991729610826 ZTF_g
2020tjd 59137.45954860002 16.67592141726545 ZTF_g
2020urc 59144.47506584682 18.531827895165335 ZTF_g
2021adlr 59529.58937447381 18.134517553783954 ZTF_g
2021kum 59347.349248692895 18.97082175367331 ZTF_g
2021kww 59354.295704041135 17.579033350985846 ZTF_g
2021uth 59435.43290509982 17.377181088996707 ZTF_g
2022acrz 59931.278727943834 16.8166231420935 ZTF_g
2023aew 60073.31459190889 16.781296192886952 ZTF_g
2023gwl 60080.23714691336 18.940516154489742 ZTF_g
2023psq 60186.66627157918 19.269264291236333 ZTF_g
2024zsw 60632.54234107594 19.196813783437747 ZTF_g
2018iug 58456.102895245866 19.24538932790901 ZTF_r
2018jee 58460.141490734735 17.984129050215135 ZTF_r
2023wf 59973.993485879895 18.101329357307332 ZTF_r
2020jfv 59018.49472794159 18.348551859788735 ZTF_r
2019gaf 58637.42181710014 17.49934864159138 ZTF_r
2023psq 60194.48546674884 18.890365862883687 ZTF_g
2022acrz 59931.035011267595 17.790705240206538 ZTF_r
