#sn_name peak_mjd peak_mag filt
2018jkq 58478.055251664984 0.6868030315118898 ZTF_g
2019cqc None None ZTF_g
2020hgr 58991.734357622576 18.696190290089014 ZTF_g
2018jkq 58477.0401337991 18.08189742118738 ZTF_g
2020bfe 58914.28793602019 18.046641090245103 ZTF_g
2023eip 60042.50257334399 17.47437495255377 ZTF_g
2024hgx 60460.44548021498 18.823758815155305 ZTF_g
2019afz 58612.93320514603 17.694600162032675 ZTF_r
