ra,dec,jd_start,jd_end,obj_name,type
182.162125,68.779164,2458378.5,2458578.5,SN 2018gwo,SN Ibc Ca-rich
193.887621051,32.2060176349,2458615.5,2458815.5,SN 2019hty,SN Ibc Ca-rich
77.5525473087,-0.777401254401,2458700.5,2458900.5,SN 2019pxu,SN Ibc Ca-rich
