wise_objid,IAU name,Internal name/s,Obj. RA,Obj. DEC,Obj. Type,Redshift,Spec. ID,Obs-date,JD,Phase (days),From,Telescope,Instrument,Observer/s,Reducer/s,Source group,Public,Associated groups,End prop. period,Ascii file,Fits file,Spec. type,Spec. quality,Extinction-Corrected,WL Medium,WL Units,Flux Unit Coefficient,Spec. units,Flux Calibrated By,Exp-time,Aperture (slit),HA,Airmass,Dichroic,Grism,Grating,Blaze,Lambda-min,Lambda-max,Del-Lambda,Contrib,Publish,Remarks,Created by,Creation date,mjd,peak_mjd,peak_mag,peak_filt,double-peaked
23323.0,SN 2023hxp,"PS23dir, ATLAS23khr, ZTF23aajakys",256.570010532,38.3928536272,SN Ic,0.0328,77264.0,2023-05-24 07:39:15.00,2460088.8189236,4.9858220411333605,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2023hxp_2023-05-24_07-39-15_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-05-24 21:05:06,60088.31892360002,60083.333101558885,18.88025229940191,ZTF_g,0
23336.0,SN 2023ijh,"ATLAS23lqg, ZTF23aajpxbm",5.1741061,25.2295499,SN Ic,0.0356,77313.0,2023-05-29 10:31:03.00,2460093.9382292,0.7998116537783062,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2023ijh_2023-05-29_10-31-03_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-05-30 19:05:05,60093.438229199965,60092.638417546186,18.19112140375552,ZTF_r,0
23486.0,SN 2023lya,"ATLAS23nai, ZTF23aapuknd, PS23fcr",262.2219331,58.3782278,SN Ibn,0.03,77911.0,2023-08-03 07:29:09.00,2460159.8119097,31.97975327723543,,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,,SN2023lya_2023-08-03_07-29-09_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-08-05 14:05:06,60159.31190969981,60127.33215642258,17.2354215294678,ZTF_g,0
23851.0,SN 2023psq,"ZTF23aazjwtl, ATLAS23rjk",268.580536,64.2256052,SN IIb,0.035,78234.0,2023-09-14 06:26:50.00,2460201.7686343,6.783167551373481,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2023psq_2023-09-14_06-26-50_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-09-14 23:05:07,60201.26863430021,60194.48546674884,18.890365862883687,ZTF_g,1
24041.0,SN 2023qnh,"ATLAS23rxj, ZTF23aazuzip, PS23hfz",256.043072869,6.77279947109,SN Ib,0.0339200012,78562.0,2023-09-19 04:56:45.00,2460206.7060764,15.593942720610357,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2023qnh_2023-09-19_04-56-45_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-10-06 13:05:09,60206.20607639989,60190.61213367928,18.784468691363,ZTF_g,0
23937.0,SN 2023rti,"ATLAS23set, ZTF23abbpswf",295.8454006,41.9404076,SN Ib,0.017646,78342.0,2023-09-25 07:02:00.00,2460212.7930556,10.760057842664537,,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,,SN2023rti_2023-09-25_07-02-00_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-09-25 08:05:07,60212.29305560002,60201.53299775736,17.825050659440457,ZTF_g,0
24071.0,SN 2023usf,"PSP23K, ZTF23abhyxpr, Gaia23cwx, PS23jlt, PSP23L",124.347958,21.694611,SN Ib/c,0.012,78858.0,2023-10-25 08:43:31.00,2460242.8635532,9.723884155588166,,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,,SN2023usf_2023-10-25_08-43-31_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2160.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-10-27 20:05:06,60242.36355319992,60232.63966904433,17.14829196068953,ZTF_g,0
24163.0,SN 2023uvg,"ATLAS23uii, PS23jnm, ZTF23abjrolk",144.315704261,23.5866698407,SN Ic,0.0251739994,78857.0,2023-10-22 11:49:50.00,2460239.9929398,6.177083315611526,,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,,SN2023uvg_2023-10-22_11-49-50_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-10-27 20:05:06,60239.492939800024,60233.31585648441,18.580125554441764,ZTF_g,0
22559.0,SN 2023wf,"ZTF23aaaprhz, ATLAS23awt",162.2400642,-4.7543559,SN IIb,0.026452,68934.0,2023-01-24 12:28:13.00,2459969.0195949,-5.473890980050783,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2023wf_2023-01-24_12-28-13_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2250.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2023-01-30 20:05:06,59968.519594899844,59973.993485879895,18.101329357307332,ZTF_r,0
27079.0,SN 2024abmk,,176.319088209,48.6284037565,SN Ic,0.04095,84893.0,2024-12-12 11:37:47.00,2460656.9845718,8.840698431078636,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2024abmk_2024-12-12_11-37-47_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2024-12-24 17:18:57,60656.4845718001,60647.64387336902,19.088402454978787,ZTF_g,0
26996.0,SN 2024abtu,,108.451120711,50.2575809094,SN Ic,0.017682,84795.0,2024-11-25 06:08:24.00,2460639.7558333,-10.090416700113565,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2024abtu_2024-11-25_06-08-24_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2024-12-24 17:18:57,60639.25583329983,60649.346249999944,17.680277657236918,ZTF_g,0
27196.0,SN 2024afao,"ATLAS24rws, ZTF24abzmhtv",44.5059377,41.7139992,SN Ic,0.05,85054.0,2025-01-01 05:22:23.00,2460676.7238773,-7.1339983857105835,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2024afao_2025-01-01_05-22-23_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS reporting group:  48 - ZTF ],TNS_Bot1,2025-01-03 06:10:05,60676.22387730004,60683.35787568575,18.691380264855106,ZTF_g,0
27192.0,SN 2024afbf,"ZTF24abzgggz, ATLAS24rxe",170.4473235,46.1284498,SN Ic,0.03,85050.0,2025-01-02 09:29:51.00,2460677.8957292,2.1262085294292774,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2024afbf_2025-01-02_09-29-51_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS reporting group:  48 - ZTF ],TNS_Bot1,2025-01-03 06:10:05,60677.39572919998,60675.269520670554,19.45777320905705,ZTF_g,0
25944.0,SN 2024rbc,"GOTO24elc, ATLAS24mky, ZTF24aaymkrs",3.0893591,31.063391825,SN Ib,0.016,83170.0,2024-08-13 08:56:16.00,2460535.8724074,-1.9322475356821087,,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,,SN2024rbc_2024-08-13_08-56-16_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2024-08-13 10:10:04,60535.37240740005,60537.30465493573,17.396462949372363,ZTF_g,0
26960.0,SN 2024zsw,,20.793617,19.570172,SN IIb,0.032286,84756.0,2024-11-18 03:41:26.00,2460632.6537731,-0.38856797582411673,,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,,SN2024zsw_2024-11-18_03-41-26_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2024-12-24 17:18:57,60632.153773100115,60632.54234107594,19.196813783437747,ZTF_g,1
26941.0,SN 2024zzy,,150.7220016,8.4379423,SN Ib,0.030487,84730.0,2024-11-09 09:44:17.00,2460623.9057523,-1.0625576901657041,,P60,SEDM,SEDmRobot,,TNS,Y,TNS,,SN2024zzy_2024-11-09_09-44-17_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS source group:  48 - ZTF ],TNS_Bot1,2024-12-24 17:18:57,60623.40575229982,60624.468309989985,17.89279525549915,ZTF_r,0
27512.0,SN 2025aot,"PS25px, GOTO25zj, ATLAS25bfc, BGEM J100713.34+025411.0, ZTF25aadnogd",151.80569539,2.9031169885,SN Ic,0.02183,85646.0,2025-02-16 04:45:41.00,2460722.6983912,-1.2366941085638246,,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,,SN2025aot_2025-02-16_04-45-41_P60_SEDM_TNS.ascii,,Object,,,Air,Angstrom,1.0,erg cm(-2) sec(-1) Ang(-1),,2700.0,,,,,,,,3776.7,9223.3,25.451401869159,,,[TNS reporting group:  48 - ZTF ],TNS_Bot1,2025-02-16 08:10:05,60722.19839120004,60723.43508530861,18.30700095598644,ZTF_g,1
