ra,dec,jd_start,jd_end,obj_name,type
34.064792,28.591306,2458330.7448148,2458530.7448148,SN 2018gjx,SN IbnIcn
211.4315033,9.51575,2458538.5673727,2458738.5673727,SN 2019deh,SN IbnIcn
277.624583,74.121861,2458578.626713,2458778.626713,SN 2016dqt,SN IbnIcn
243.594375,35.917889,2458183.83,2458383.83,SN 2018bcc,SN IbnIcn
234.053625,39.733489,2458592.6375579,2458792.6375579,SN 2019hgp,SN IbnIcn
233.41867324,34.47894556,2458836.029951,2459036.029951,SN 2020bqj,SN IbnIcn
262.2219331,58.3782278,2460109.8119097,2460309.8119097,SN 2023lya,SN IbnIcn
